,Degree Centrality,Weighted Degree Centrality,Betweenness Centrality,Closeness Centrality,Eigenvector Centrality,PageRank
Cuthbert Binns,0.02824858757062147,13,4.280089025851738e-06,0.4403395715630885,0.03271452088848365,0.0010613502709312607
Rowena Ravenclaw,0.0903954802259887,35,0.005867264666411916,0.45948477032670104,0.06097861113846098,0.0022910971963510107
Septima Vector,0.01694915254237288,14,0.0,0.4369260865122119,0.024770587638947284,0.0010624074940480891
Alexei Levski,0.07344632768361582,27,0.003115374873249151,0.4497084986176223,0.026125004627054395,0.003227949018879892
Evan Rosier,0.04519774011299435,19,0.001156134691720537,0.4497084986176223,0.04173968993693893,0.001685601262831686
Remus Lupin,0.0790960451977401,30,0.004040376958851544,0.46969554300062777,0.06610447998549937,0.0022167949158195593
Sorting Hat,0.07344632768361582,27,0.03784398328891905,0.4658137616535151,0.046933456012184696,0.003478466953959443
Gabrielle Delacour,0.02824858757062147,9,0.0,0.4346796798977532,0.02942166326062058,0.0009983457624759876
Mundungus Fletcher,0.022598870056497175,8,2.318381555669691e-05,0.3559797799583705,0.012892694604737277,0.0012032478377125197
Alicia Spinnet,0.011299435028248588,5,0.0,0.3464967120496434,0.006611622870963813,0.000994258104329673
Hannah Abbott,0.03389830508474576,11,0.00020537573483164602,0.43579998835109796,0.02204164279380074,0.0013377654182988074
Eloise Midgen,0.03954802259887005,13,0.00013429661205084935,0.4114121544531046,0.027383139274783246,0.0013282189896872557
Hope Howell,0.04519774011299435,12,0.0005290307447728148,0.4533254570515442,0.03992263645775419,0.001150744008450027
Justin Finch-Fletchley,0.022598870056497175,9,0.0,0.43579998835109796,0.017469899378003872,0.0011313221664467714
Malcolm Baddock,0.03389830508474576,10,0.0009221275551899747,0.4391958324161714,0.027062423503926826,0.0012924731159593725
Rosmerta,0.04519774011299435,15,1.3062609364612446e-05,0.4557692600545175,0.04808943337724934,0.0011112664514646754
Antonin Dolohov,0.01694915254237288,9,0.0,0.36838866117696295,0.01609731937913023,0.001002477125557082
Merlin,0.022598870056497175,6,3.8668579242509626e-05,0.43805801937882377,0.02126190375594762,0.0009529209581536622
Errol,0.022598870056497175,6,5.0545813257677664e-05,0.39785975407111995,0.0158555004918812,0.0011395916413861952
Hermes,0.01694915254237288,5,0.0,0.3941501060145128,0.011087703754445387,0.001096699402983753
Wilkes,0.01694915254237288,5,0.0,0.35673079215237546,0.011013090761441437,0.0011062303634766341
Stewart Ackerley,0.01694915254237288,8,4.2800890258517374e-05,0.43356511661596403,0.013119742362895894,0.0012608225418744019
Roberts,0.04519774011299435,13,0.0008136921170547559,0.4485156378785835,0.04096830337110707,0.0013237219516109078
Peter Pettigrew,0.011299435028248588,6,0.0,0.43135304969445404,0.013399276686658945,0.0009545431550505411
Oblansk,0.011299435028248588,4,0.0,0.3388585079764048,0.006363572032735217,0.0009495781161663563
James Potter I,0.011299435028248588,5,0.0,0.43135304969445404,0.013399276686658945,0.0009379739227805611
Aberforth Dumbledore,0.005649717514124294,3,0.0,0.36520603775426774,0.006654349295797575,0.0008929462474767857
Broderick Bode,0.005649717514124294,3,0.0,0.005649717514124294,7.499467259788458e-15,0.0056179775280898875
Saul Croaker,0.005649717514124294,3,0.0,0.005649717514124294,7.499467259788458e-15,0.0056179775280898875
Ali Bashir,0.02824858757062147,7,2.334509963337191e-05,0.4438068122840577,0.0276188321933323,0.0010186299073810248
Clara Ivanova,0.05084745762711865,13,9.691344437107149e-05,0.36207793464716487,0.011778335492040045,0.002094833137845274
Connolly,0.03954802259887005,10,8.58146123500611e-05,0.3500836345346293,0.011527225850746831,0.0015412307279265192
Bertie Bott,0.01694915254237288,5,0.0,0.4324562544251304,0.021877943802038533,0.0009252661681891022
Armando Dippet,0.011299435028248588,5,0.0,0.3046673792436504,0.0010754229936063505,0.0012271919767950492
Cassius Warrington,0.011299435028248588,4,0.0,0.42699594818238884,0.01164102255997798,0.0009145082359360501
Arabella Figg,0.02824858757062147,7,0.0007358368512702264,0.43579998835109796,0.02450914158130421,0.001161026409580252
Travers,0.01694915254237288,6,0.0,0.3559797799583705,0.01044034126591049,0.0013496052507874431
Perkins,0.005649717514124294,2,0.0,0.39232110320238045,0.008080633035186476,0.0008738033700297636
Hassan Mostafa,0.04519774011299435,9,0.0010960094764597928,0.4438068122840577,0.023872145279421657,0.0014417393774345273
Mulciber (Marauder-era),0.01694915254237288,5,0.0,0.3559797799583705,0.01044034126591049,0.0012795119162940616
Theodore Nott,0.022598870056497175,5,0.0,0.4291634403051421,0.01533456165710974,0.001079206593072976
Bloody Baron,0.022598870056497175,7,2.1400445129258687e-05,0.4391958324161714,0.021424921898125095,0.0010026425868990428
Mungo Bonham,0.02824858757062147,6,4.7812080464124346e-05,0.4391958324161714,0.025456660261987337,0.0009883492381223696
Bozo,0.01694915254237288,5,0.0,0.36838866117696295,0.014105905745124644,0.0009558900159072019
Quigley,0.04519774011299435,10,7.070594436785339e-05,0.3388585079764048,0.00855869275439546,0.001662409651034809
Lev Zograf,0.05084745762711865,10,0.0014970331678261079,0.44497472494796314,0.023533849372033205,0.0016444934362856154
Elfric the Eager,0.005649717514124294,2,0.0,0.36520603775426774,0.006654349295797575,0.0008761963747223515
Fridwulfa,0.005649717514124294,2,0.0,0.34090805540368146,0.004416248403832251,0.0008841225152315619
Laura Madley,0.011299435028248588,2,0.0,0.3283308650101476,0.004160310076547102,0.000993943607578037
Payne,0.01694915254237288,3,0.0,0.3941501060145128,0.011697464617550307,0.0009672801393897266
Kevin Whitby,0.011299435028248588,2,0.021956856702619414,0.318437656271612,0.0015414721822870738,0.0027782343277881066
Orla Quirke,0.011299435028248588,2,0.011042629686697484,0.24121311766080739,5.0625003447735326e-05,0.004316619292725618
Archie Aymslowe,0.011299435028248588,2,0.0,0.4291634403051421,0.016689954603760812,0.0008743992782262603
Otto Bagman,0.005649717514124294,1,0.0,0.3537455972389665,0.005711726907426245,0.0008624072696387108
Apollyon Pringle,0.011299435028248588,2,0.0,0.4291634403051421,0.013907244666534025,0.0008771613717180556
Skower,0.011299435028248588,2,0.0,0.42699594818238884,0.013622751830512472,0.0008765505330246916
Summers,0.01694915254237288,3,9.362694744050678e-06,0.34022212370266797,0.007929386188698187,0.0009651930001159472
Florence,0.011299435028248588,2,0.0,0.3774339184826473,0.011421033513008896,0.0008776280330969751
Stebbins (Potter-era),0.011299435028248588,2,0.0,0.3582423633055635,0.007387183218030431,0.000902850727975001
Aurora Sinistra,0.005649717514124294,1,0.0,0.35153928374267357,0.005999500184880547,0.0008594340976780426
Oliver Wood,0.011299435028248588,2,0.0,0.43579998835109796,0.017063661318013165,0.0008748192318916033
Ogg,0.01694915254237288,3,0.0,0.4291634403051421,0.01991595876472102,0.0008943556822723275
Trevor,0.011299435028248588,2,0.0,0.42699594818238884,0.012773497678983956,0.0008782676045268451
Irma Pince,0.011299435028248588,2,0.0,0.4006881409484028,0.01578755935612059,0.0008733834163644205
Mykew Gregorovitch,0.005649717514124294,1,0.0,0.3102576063857358,0.0015997654992159207,0.0008823699014632091
Urg the Unclean,0.01694915254237288,3,0.0,0.3479226244449094,0.01080041317380648,0.0011344985999535236
Cuthbert Mockridge,0.005649717514124294,1,0.0,0.005649717514124294,7.499467259788458e-15,0.0056179775280898875
Gilbert Wimple,0.005649717514124294,1,0.0,0.005649717514124294,7.499467259788458e-15,0.0056179775280898875
Katie Bell,0.01694915254237288,3,0.0,0.43025545923721625,0.019077074612676482,0.0009003697215121314
Owen Cauldwell,0.01694915254237288,3,0.00016586980846125402,0.32454970341694045,0.003448765989999824,0.0012555418274239037
Gilderoy Lockhart,0.011299435028248588,2,0.0,0.39507101747716356,0.010249413057966087,0.0009210578411648689
Narcissa Malfoy,0.011299435028248588,2,0.0,0.34936032124013633,0.008879237944528726,0.0008820423333914994
Eleanor Branstone,0.022598870056497175,4,0.0008927675490346506,0.3508099491290996,0.0112906710941949,0.0013417812321201835
Fat Friar,0.005649717514124294,1,0.0,0.3085591158398284,0.0013699182891765212,0.0008787658933211045
Emeric the Evil,0.01694915254237288,3,0.0,0.40549255510845555,0.017356116854542566,0.0009004818588222172
Fawcett,0.011299435028248588,2,0.0,0.35153928374267357,0.006767288071424685,0.0009165182507395828
Natalie McDonald,0.005649717514124294,1,0.0,0.34022212370266797,0.004508799602144775,0.0008667469572850193
Basil,0.005649717514124294,1,0.0,0.34508243975556324,0.005265542340513179,0.0008596911651551197
Frank Longbottom,0.005649717514124294,1,0.0,0.3508099491290996,0.0057925675407205285,0.0008601441300188058
Avery (Marauder-era),0.03389830508474576,6,0.0001672295518442196,0.43805801937882377,0.0250112094186837,0.0011184363627838915
Walden Macnair,0.005649717514124294,1,0.0,0.42592039163784884,0.008983028282826697,0.0008592658614834632
Joey Jenkins,0.005649717514124294,1,0.0,0.42592039163784884,0.008983028282826697,0.0008592658614834632
Graham Pritchard,0.005649717514124294,1,0.0,0.19368888371159906,1.6611065590812112e-06,0.002668959917056013
Bodrod the Bearded,0.022598870056497175,4,6.414191185956821e-05,0.35673079215237546,0.015568209911242295,0.001215534298833297
Boris the Bewildered,0.005649717514124294,1,0.0,0.42592039163784884,0.008983028282826697,0.0008592658614834632
Cadogan,0.005649717514124294,1,0.0,0.42592039163784884,0.008983028282826697,0.0008592658614834632
Miranda Goshawk,0.005649717514124294,1,0.0,0.42592039163784884,0.008983028282826697,0.0008592658614834632
