,Degree Centrality,Weighted Degree Centrality,Betweenness Centrality,Closeness Centrality,Eigenvector Centrality,PageRank
Seamus Finnigan,0.09917355371900827,53,0.001096135297498422,0.4548660587061841,0.12548536525421636,0.003941109722284069
Fang,0.06611570247933884,63,9.346713892168437e-05,0.4360699405778294,0.0926112363322855,0.004084075424827256
Dedalus Diggle,0.04132231404958678,25,0.0003732722740987203,0.4171103779440107,0.037532085621794505,0.0025565324655006843
Mrs Norris,0.05785123966942149,59,1.721763085399449e-05,0.4289793724383525,0.08104911702271984,0.003876744735865252
Bane,0.06611570247933884,59,0.0002735143644234553,0.4324955968026013,0.08522776184710769,0.004305883219474383
Rolanda Hooch,0.049586776859504134,40,0.00045553464200958,0.4378793594184013,0.07102905588844637,0.003304655812328723
Poppy Pomfrey,0.06611570247933884,49,0.0007224746480944829,0.4415436218403126,0.08783029330942348,0.0035221425603457115
Filius Flitwick,0.1322314049586777,60,0.0322103472639831,0.46284616499927506,0.14770866411704447,0.006186170114403718
Ronan,0.03305785123966942,33,0.0,0.4171103779440107,0.047933161892242934,0.0028919189008471766
Firenze,0.05785123966942149,27,0.0,0.43073030865238654,0.08286396894687502,0.002503601082840334
Dean Thomas,0.06611570247933884,30,0.0004862531664306093,0.4342754140733939,0.08148302641682538,0.0028792435348536424
Marcus Flint,0.06611570247933884,23,0.007582409284556,0.4238109462643964,0.04937159325664444,0.0039371513655504205
Doris Crockford,0.024793388429752067,12,0.0,0.41222236570247933,0.032351106295318496,0.00182332094839361
Ginevra Weasley,0.024793388429752067,15,0.0,0.4204339666128873,0.04341328334771956,0.0019131480884596172
Algie Longbottom,0.03305785123966942,12,0.00204250295159386,0.42211570247933883,0.04298156835570067,0.0023468636612261713
Bloody Baron,0.049586776859504134,16,4.7480888815356485e-05,0.43073030865238654,0.06508124705090107,0.0023902188041721025
Garrick Ollivander,0.024793388429752067,9,0.0,0.41222236570247933,0.03874177270191679,0.0016398578291126511
James Potter I,0.05785123966942149,18,8.80335229508783e-05,0.43073030865238654,0.05908683763441293,0.0027215781712398783
Lily J. Potter,0.049586776859504134,17,0.0,0.4272426138454846,0.046989441515728245,0.002651123829963944
Irma Pince,0.03305785123966942,16,0.0,0.4238109462643964,0.0515354765892483,0.0019536617587457075
Griphook,0.03305785123966942,11,4.591368227731863e-05,0.4138389239993518,0.03914694178352524,0.0017735189894891924
Fat Lady,0.024793388429752067,12,0.0,0.4204339666128873,0.046312521078990344,0.0017555405445195417
William Weasley,0.04132231404958678,10,4.01744719926538e-05,0.4238109462643964,0.05506015467705694,0.0018089255023646784
Bertie Bott,0.024793388429752067,8,0.0,0.4204339666128873,0.046312521078990344,0.001591479734858577
Lee Jordan,0.05785123966942149,16,0.0005950855847550062,0.4324955968026013,0.06386613499189388,0.0026890138490275562
Arabella Figg,0.03305785123966942,10,0.0,0.42551986137030123,0.028102793657232172,0.0017723247036011375
Keeper of the reptile house,0.04132231404958678,13,1.2521913348359628e-05,0.4238109462643964,0.06142657585764304,0.0018273087599923097
Trevor,0.01652892561983471,4,0.0,0.36140043020491336,0.025813030447809828,0.001419720344637367
Sorting Hat,0.024793388429752067,6,0.0,0.4138389239993518,0.039184588673141445,0.001505605035101387
Cuthbert Binns,0.01652892561983471,6,0.0,0.3626423560819062,0.0286332112965376,0.001486392167315792
Angelina Johnson,0.03305785123966942,7,0.017667811907299023,0.4171103779440107,0.025434654519132776,0.00340624969067684
Cornelius Agrippa,0.024793388429752067,7,0.0,0.4204339666128873,0.03502116164858417,0.0019416916870685574
Parvati Patil,0.0743801652892562,15,0.007230292753522159,0.447156464490825,0.0872089383817007,0.0036004166782889835
Unicorn,0.01652892561983471,4,0.0,0.40902684348773144,0.026016860133133684,0.0014117850912729868
Terence Higgs,0.008264462809917356,3,0.0,0.40744758926577107,0.017679309782452753,0.0013689180880110917
Sirius Black,0.04132231404958678,7,8.198871835235471e-05,0.4272426138454846,0.05952418858155489,0.0015976987490072482
Pomona Sprout,0.04132231404958678,7,6.542699724517906e-05,0.37960045186990904,0.05209643370017889,0.0016333027347815922
Helena Ravenclaw,0.01652892561983471,3,0.0,0.41222236570247933,0.02956353044207757,0.001371355397222886
Hengist of Woodcroft,0.03305785123966942,5,0.0,0.41222236570247933,0.020994596994533966,0.0033842699236724225
Jim McGuffin,0.01652892561983471,3,0.015426997245179062,0.30677013261579855,0.0034297076184826346,0.00450771900103078
Ted,0.008264462809917356,2,0.0,0.23142308249963753,0.0001779068143838374,0.0037871991370971043
Katie Bell,0.03305785123966942,5,0.00026400367309458215,0.3227184269719716,0.012196620905151006,0.0024007959277913132
Owner of the Railview Hotel,0.008264462809917356,2,0.0,0.40744758926577107,0.017679309782452753,0.0013224481242478318
Millicent Bulstrode,0.01652892561983471,3,0.0,0.41876557785648694,0.03320451836129063,0.0013664418533706369
Justin Finch-Fletchley,0.01652892561983471,3,0.0,0.4138389239993518,0.02126322881834416,0.0013821013506492253
Lisa Turpin,0.01652892561983471,3,0.0,0.41876557785648694,0.03320451836129063,0.001363965618730182
Molly Weasley,0.01652892561983471,3,0.0,0.35772517159266004,0.02172893533410654,0.0013788695989215595
Fat Friar,0.024793388429752067,4,0.015426997245179062,0.41222236570247933,0.023389777928079634,0.003056624752684399
Pansy Parkinson,0.04132231404958678,6,0.0034758971613390423,0.3339522962652997,0.016157046929110366,0.0042247008978547355
Elfric the Eager,0.01652892561983471,3,0.0,0.3626423560819062,0.0286332112965376,0.0013567704479948268
Dennis,0.03305785123966942,5,0.0,0.31129476584022037,0.005676420796852987,0.0024122209534619037
Padma Patil,0.024793388429752067,3,0.00036730945821854906,0.2964295663478503,0.0023757462274436,0.0035749612363598113
Sally-Anne Perks,0.01652892561983471,2,0.010738636363636363,0.4138389239993518,0.01780253936442823,0.0022890336617980506
Theodore Nott,0.03305785123966942,4,0.0020959923329879567,0.3287505471022888,0.01184074503334115,0.0036415865621586335
Lily Moon,0.024793388429752067,3,0.00016302630911284286,0.32671493999948825,0.011723592650304435,0.0026512036481890914
Mr Tibbles,0.024793388429752067,3,0.0,0.29313590449954086,0.0014320749964527291,0.0038736387698438037
Tufty,0.03305785123966942,4,0.0010527351436442347,0.3094689900874918,0.004683875800551527,0.004148830501093145
Mandy Brocklehurst,0.01652892561983471,2,0.015426997245179062,0.2955992314281084,0.0022110819828064436,0.004494620262345001
Terry Boot,0.008264462809917356,1,0.0,0.2250083701915452,0.00011468837599336396,0.0031416423184061587
Snowy,0.03305785123966942,4,0.022413131710652356,0.4171103779440107,0.018239521251453786,0.004138355174390269
Newton Scamander,0.008264462809917356,1,0.0,0.008264462809917356,1.1514538302814662e-14,0.00819672131147541
Quentin Trimble,0.008264462809917356,1,0.0,0.008264462809917356,1.1514538302814662e-14,0.00819672131147541
Mr Paws,0.03305785123966942,4,0.0010527351436442347,0.3094689900874918,0.004683875800551527,0.004148830501093145
Ptolemy,0.024793388429752067,3,0.0,0.4204339666128873,0.03502116164858417,0.0015557464403851454
Malcolm,0.03305785123966942,4,0.0,0.31129476584022037,0.005676420796852987,0.0022784700910186816
Lavender Brown,0.04132231404958678,5,0.03057851239669421,0.4272426138454846,0.04251098666295257,0.0035024196050120002
Yvonne,0.008264462809917356,1,0.0,0.30237514504250634,0.003419086670085538,0.0012893862190332833
Perenelle Flamel,0.008264462809917356,1,0.0,0.2989487977899,0.005222955510257958,0.0012882310433757695
Adalbert Waffling,0.024793388429752067,3,0.00020661157024793388,0.025826446280991736,3.449848725136998e-11,0.009745713325531364
Bathilda Bagshot,0.024793388429752067,3,0.00020661157024793388,0.025826446280991736,3.449848725136998e-11,0.009745713325531364
Bones family,0.008264462809917356,1,0.0,0.40744758926577107,0.017679309782452753,0.0012759781604845717
Arsenius Jigger,0.008264462809917356,1,0.0,0.01589319771137953,5.1646977261322066e-12,0.004667297260737447
Phyllida Spore,0.01652892561983471,2,0.0005509641873278236,0.022956841138659322,1.3685747025955859e-11,0.008073945905397263
Emeric Switch,0.024793388429752067,3,0.0008264462809917355,0.0295159386068477,3.114213427209525e-11,0.010192723557835579
Miranda Goshawk,0.01652892561983471,2,0.0,0.018782870022539443,2.597743795154633e-11,0.006754934493819444
Blaise Zabini,0.03305785123966942,4,0.0,0.42211570247933883,0.05226935742001046,0.001432458043104523
Boa constrictor at the zoo,0.008264462809917356,1,0.0,0.40744758926577107,0.017679309782452753,0.0012759781604845717
Gordon,0.03305785123966942,4,0.0,0.31129476584022037,0.005676420796852987,0.0022784700910186816
Circe,0.03305785123966942,4,0.0,0.41222236570247933,0.020994596994533966,0.0032273102432632743
Merlin,0.04132231404958678,5,0.00020661157024793388,0.4138389239993518,0.021922538209911028,0.004058746975762353
Cliodna,0.01652892561983471,2,0.0,0.40902684348773144,0.018816492910482156,0.001966041084032873
Adrian Pucey,0.04132231404958678,5,0.0026607866379314334,0.41876557785648694,0.03756795808850167,0.001943036011344911
Alberic Grunnion,0.03305785123966942,4,0.0,0.41222236570247933,0.020994596994533966,0.0032273102432632743
Cornelius Fudge,0.008264462809917356,1,0.0,0.3339522962652997,0.011884220659624823,0.0012784154696963662
Gellert Grindelwald,0.008264462809917356,1,0.0,0.3339522962652997,0.011884220659624823,0.0012784154696963662
Enid (disambiguation),0.01652892561983471,2,0.0,0.35772517159266004,0.017754767785426586,0.0014397355772889928
Alicia Spinnet,0.03305785123966942,4,0.0003213957759412304,0.32370836079703896,0.011598299774131045,0.0022653428531704384
Miles Bletchley,0.008264462809917356,1,0.0,0.28912034416393073,0.0013193625678275599,0.0016431216776744031
Vindictus Viridian,0.01652892561983471,2,0.0,0.4138389239993518,0.02126322881834416,0.0013356313868859652
Morag MacDougal,0.008264462809917356,1,0.0,0.3227184269719716,0.010271324039561784,0.0012786778092085062
Emeric the Evil,0.01652892561983471,2,0.0,0.31129476584022037,0.008081048334974453,0.0022906799418240375
Uric the Oddball,0.01652892561983471,2,0.0,0.31129476584022037,0.008081048334974453,0.0022906799418240375
Susan Bones,0.008264462809917356,1,0.0,0.2867633848365073,0.0012132876923217945,0.0018790400851603085
Gregory the Smarmy,0.008264462809917356,1,0.0,0.31221575627170034,0.008421455133758263,0.001287896492251558
