,Degree Centrality,Weighted Degree Centrality,Betweenness Centrality,Closeness Centrality,Eigenvector Centrality,PageRank
Rufus Scrimgeour,0.08866995073891626,208,0.0014618594382796786,0.47826294896934335,0.0787628318435035,0.004665071497495113
George Weasley,0.1477832512315271,271,0.0021055949606268633,0.49261083743842365,0.12030317842142339,0.005798967468555809
Bellatrix Lestrange,0.1625615763546798,269,0.0037225444203884354,0.49758670448325626,0.12949100267412825,0.005798997005073409
Fenrir Greyback,0.1477832512315271,152,0.006627462534493422,0.49016003725216284,0.10283658305895337,0.0044101903833856666
Minerva McGonagall,0.12807881773399016,195,0.01051005272002724,0.488943759244093,0.09300202628698022,0.0058636544860704585
Nymphadora Tonks,0.1477832512315271,245,0.0032509988759632626,0.49016003725216284,0.11838910360823487,0.005534127307914061
Mykew Gregorovitch,0.054187192118226604,139,0.00027244753654115936,0.4593108041383903,0.05129606155348103,0.0032679752217442556
Arthur Weasley,0.2315270935960591,253,0.011256624517013293,0.5171767322188174,0.15548876321842786,0.006358800131872975
Dean Thomas,0.11822660098522167,234,0.0019841043179776776,0.48413841517289796,0.08992528724926863,0.005056447007564226
Phineas Nigellus Black,0.06896551724137931,131,0.019447406563357614,0.4713979305630848,0.0640798726327742,0.0038451895020264804
Vincent Crabbe,0.03940886699507389,168,5.5276463606951816e-05,0.4529754827019988,0.04151049439178892,0.0036607511819620126
Gellert Grindelwald,0.09852216748768473,205,0.001266952303199448,0.48295180141021926,0.07853279295727865,0.004773793232309195
Dudley Dursley,0.04926108374384237,66,0.00047205391789111257,0.4458016628402024,0.02898937818439735,0.0021239782611731798
Mundungus Fletcher,0.09852216748768473,153,0.0003216776395035168,0.47942660577948776,0.09869705191560064,0.003414235770665677
Hedwig,0.04433497536945813,64,0.0003115227200673869,0.4529754827019988,0.03549358518579206,0.0019774394483757906
Lucius Malfoy,0.11822660098522167,143,0.0018946852352041785,0.48413841517289796,0.09368299715217698,0.0036363070380579566
Gregory Goyle,0.034482758620689655,137,1.9509340096571235e-05,0.4519365481086456,0.03950313050984392,0.0030973786306533304
Kingsley Shacklebolt,0.1724137931034483,153,0.005532442585737775,0.5013850762732047,0.1292428891097368,0.0040127808421479266
Kendra Dumbledore,0.08866995073891626,112,0.0008294133564608567,0.47826294896934335,0.07361343988709879,0.0030327655765553635
Rita Skeeter,0.07881773399014778,132,0.003940705848412339,0.4713979305630848,0.0647019722270253,0.0038909954118302005
Helena Ravenclaw,0.034482758620689655,61,0.00015927268036715434,0.4458016628402024,0.029842761765536734,0.0018802594497428797
Corban Yaxley,0.09852216748768473,136,0.006559013766378838,0.4817709901598275,0.07555501882592745,0.0037993917484776753
Muriel,0.13793103448275862,156,0.0069552264513717274,0.49016003725216284,0.10845049185911851,0.0044981986934786835
Arcturus Black III,0.03940886699507389,72,2.237836069900818e-05,0.4529754827019988,0.043882633693115757,0.0019970201623068866
Mary Cattermole,0.06403940886699508,113,0.011227980297632296,0.4593108041383903,0.040827331181179954,0.0043688506824654735
Ted,0.08866995073891626,97,0.0007234454560078365,0.47710492730113674,0.08261331301736871,0.002667507307965549
Albus Potter,0.07881773399014778,112,0.0007222747606264253,0.4658258510056016,0.06031602229391086,0.003510255329156516
James Potter I,0.08374384236453201,114,0.0005641885449549972,0.4713979305630848,0.0704000371421469,0.0030054755394408644
Mark Evans,0.07389162561576355,95,0.0011735375706865764,0.4636337293538105,0.05249685691348264,0.00289252464916332
Viktor Krum,0.04926108374384237,65,4.664435479438162e-05,0.4550677482110149,0.05140144555483076,0.0019039041130415246
Elphias Doge,0.06403940886699508,105,0.0019603314578552165,0.4680388004165545,0.05621831833526531,0.0030623404441621296
Alastor Moody,0.09852216748768473,77,0.0013157469830008394,0.48295180141021926,0.09052269490386222,0.0021589822040839366
Dolores Umbridge,0.07881773399014778,111,0.013178079525809768,0.4636337293538105,0.05194852647458129,0.003643606693273362
Nagini,0.024630541871921183,35,2.7294312265672643e-05,0.44681255096455663,0.026293682363349117,0.0013576415905652882
Bogrod,0.024630541871921183,69,0.0,0.44884814345186663,0.031182433214756507,0.0019938432677326892
Travers,0.06896551724137931,66,0.010188648404060247,0.4636337293538105,0.05158855735805335,0.00266295353370517
Petunia Dursley,0.06896551724137931,93,0.001300968158043919,0.4658258510056016,0.05656626306805941,0.003066980360229448
Rowena Ravenclaw,0.06896551724137931,47,0.0003989293273257198,0.46472720513058835,0.0612688400273854,0.0016752020525534713
Ignotus Peverell,0.059113300492610835,77,0.019380035990804574,0.46915317851278443,0.05479280059451383,0.003304039145764355
Beedle the Bard,0.054187192118226604,63,0.00011017889230945286,0.46472720513058835,0.0553998797601484,0.001802170530989564
Snatchers,0.04926108374384237,61,0.00015841483216133586,0.4561211457763182,0.04836564874642497,0.0019452952074999427
Vernon Dursley,0.04926108374384237,46,0.0004818547834490982,0.44987291090266995,0.035553440793194176,0.001973174085290044
Filius Flitwick,0.10837438423645321,87,0.0035696068558931046,0.47366426676771506,0.07072838794652217,0.0029792719477580313
Cho Chang,0.054187192118226604,35,0.0001718619388087826,0.4550677482110149,0.04650837226382697,0.0014671838507313655
Fat Lady,0.019704433497536946,21,1.5945133732774563e-05,0.43983110485573546,0.01838748487216325,0.0011116694783015375
Seamus Finnigan,0.034482758620689655,36,7.965346147563383e-05,0.4519365481086456,0.041924609983157994,0.001401872161747096
Amycus Carrow,0.04926108374384237,56,0.00016104683614382015,0.45717943149737694,0.04221756924625131,0.0021735643214787982
Albert Runcorn,0.06403940886699508,76,0.0008584085756256398,0.466929703733103,0.05063871617540842,0.002547135668456546
Father Christmas,0.07881773399014778,53,0.0006000837056070627,0.4680388004165545,0.06628570404281221,0.0016745649953762935
Pius Thicknesse,0.08374384236453201,38,0.0008416677947180191,0.4625453872661255,0.06159706444752626,0.0015817711062281444
Pomona Sprout,0.059113300492610835,48,0.00014077369335972214,0.46146214279946013,0.055186522504266346,0.0018427178003395813
Dirk Cresswell,0.07881773399014778,65,0.0006325788199867151,0.4713979305630848,0.06846823453090185,0.0021715958984351385
Percy Weasley,0.10344827586206896,67,0.0008977984543565683,0.4713979305630848,0.08322314337917665,0.0021145804049405945
Helga Hufflepuff,0.054187192118226604,33,0.002419453291435915,0.46472720513058835,0.04962876377456219,0.0017551219041344835
Ernest Macmillan,0.054187192118226604,54,0.00017652376145107482,0.4593108041383903,0.04924454774591172,0.002818887492926891
Michael Corner,0.06403940886699508,60,0.00017143384827703165,0.4593108041383903,0.0570103383089877,0.002800593243706128
Hestia Jones,0.029556650246305417,30,2.4386675120714043e-05,0.43787629994526545,0.018487708234509636,0.0016223865931082743
Horace Slughorn,0.06403940886699508,45,0.00035317517109132194,0.46146214279946013,0.05865245033872892,0.0017243486139141254
Lee Jordan,0.06896551724137931,44,0.001828440979037374,0.46038396022282585,0.05667811989199742,0.0018308621711372996
Padma Patil,0.054187192118226604,44,6.301826523257534e-05,0.4561211457763182,0.048654445678127815,0.0024584333904067415
Terry Boot,0.054187192118226604,52,0.00012518493228633206,0.4550677482110149,0.040331077140336444,0.002796215554790996
Betty Braithwaite,0.029556650246305417,22,0.0,0.4478280340349306,0.02753326848034453,0.0012162445409543384
Alecto Carrow,0.04926108374384237,29,0.0003391920597339526,0.4625453872661255,0.040675225067328534,0.0014599659893428877
Rose Granger-Weasley,0.034482758620689655,37,4.06444585345234e-06,0.4529754827019988,0.0342478584456044,0.0018033781058363419
Anthony Goldstein,0.04926108374384237,53,5.227529736138233e-05,0.4561211457763182,0.04794733982378026,0.0027582778429424315
Hugo Granger-Weasley,0.034482758620689655,31,4.06444585345234e-06,0.4529754827019988,0.0342478584456044,0.0016230170617507911
Reginald Cattermole,0.04433497536945813,44,0.0005575820598418225,0.4550677482110149,0.03907987306490262,0.0018568735982037784
Fang,0.009852216748768473,18,0.0,0.4359387941932953,0.01446280765123485,0.0010718166713040746
Bilius,0.029556650246305417,23,2.3652510514941258e-05,0.4246645150331238,0.032690584944470635,0.001125447307068444
Dedalus Diggle,0.034482758620689655,23,0.00011813989280701467,0.43885152555761575,0.022111939480788528,0.0013699185508949717
Peter Pettigrew,0.04926108374384237,35,7.089693246207368e-05,0.4636337293538105,0.05037926012581599,0.001389582305722193
Sorting Hat,0.04926108374384237,48,9.940905234557271e-05,0.45717943149737694,0.04345551146124708,0.0017814731854030501
John Dawlish,0.04433497536945813,29,0.00018830569071099306,0.4519365481086456,0.036906205427858746,0.0013937093674656576
Antonin Dolohov,0.09852216748768473,48,0.0033039019188782336,0.47366426676771506,0.07744196097946279,0.002134378891583486
Stanley Shunpike,0.034482758620689655,26,5.6647655779490154e-05,0.4509023683646899,0.03846728688647571,0.001229857618302862
Salazar Slytherin,0.09852216748768473,53,0.0013200812919455624,0.47942660577948776,0.07531410256201551,0.0019279391522809947
Igor Karkaroff,0.024630541871921183,21,3.2313402372212766e-05,0.38560535220228853,0.016935374257016394,0.0012509259092112596
James Potter II,0.034482758620689655,29,0.0008027901550223053,0.4509023683646899,0.031364154438782696,0.0019861576384393397
Prime Minister,0.08374384236453201,56,0.0008443738687673853,0.47710492730113674,0.07422318746497256,0.0019728346264380665
Mulciber (Marauder-era),0.029556650246305417,25,0.0010596104310574713,0.4509023683646899,0.018601035011279618,0.0019983934522335637
Peeves,0.03940886699507389,22,0.00018019043283638711,0.45401920501237203,0.0408612892395491,0.0015770832986841913
Charles Weasley,0.06896551724137931,36,0.009819149519925017,0.46472720513058835,0.0659774494453834,0.0020481951301590364
Selwyn,0.019704433497536946,18,7.215272920933453e-05,0.4408150670589921,0.02008935344880517,0.001072151399843112
Narcissa Malfoy,0.09852216748768473,43,0.0006163852939862765,0.4702728758362039,0.08388719706472224,0.0016547859295674117
Scabior,0.034482758620689655,20,0.00017856666213004313,0.4509023683646899,0.03319282717768838,0.0011512765561372041
Argus Filch,0.029556650246305417,19,0.0018607318246395448,0.43983110485573546,0.01978333232368176,0.0017966223642167278
Avery (Marauder-era),0.024630541871921183,22,0.0005040713036738672,0.44987291090266995,0.018206789663893438,0.0016711010785068338
Perkins,0.029556650246305417,11,6.9676214630611545e-06,0.44884814345186663,0.037417592341057467,0.000933528113790286
Pigwidgeon,0.024630541871921183,12,8.254695983321061e-05,0.4478280340349306,0.0248711492297097,0.0009580906711860783
Merlin,0.03940886699507389,17,3.177657667244558e-05,0.46038396022282585,0.04711179536492558,0.001013561032610243
Mafalda Hopkirk,0.04433497536945813,23,0.00013594603654594876,0.4561211457763182,0.03882549274182716,0.0011919038309715442
Borgin,0.009852216748768473,8,0.0,0.4359387941932953,0.01640440537261288,0.0008718106875701263
Gornuk,0.03940886699507389,22,3.139476509227277e-05,0.44681255096455663,0.03490967346685734,0.0011847256840966365
Alfred Cattermole,0.024630541871921183,17,0.00022553198982607492,0.3311669495384361,0.005610999507645134,0.0020821803419024307
Ellie Cattermole,0.019704433497536946,14,0.0,0.3178134435086604,0.003261856800930234,0.0018698419513075446
Maisie Cattermole,0.019704433497536946,14,0.0,0.3178134435086604,0.003261856800930234,0.0018698419513075446
Victoire Weasley,0.009852216748768473,6,0.0,0.39806936358660494,0.00960930214051347,0.001042165389378871
Hannah Abbott,0.029556650246305417,20,4.122001453999404e-05,0.4437935472418231,0.03132185838325902,0.001162082753656986
Enid Smeek,0.019704433497536946,8,0.000401442798449817,0.37248456517083073,0.013142137886736993,0.0010146619868101237
Marvolo Gaunt,0.029556650246305417,18,0.0,0.4593108041383903,0.0409520381700321,0.001068519230647524
Will,0.06896551724137931,27,0.00020400106996227104,0.46915317851278443,0.06883776827947413,0.0012236067862970554
Crookshanks,0.014778325123152709,8,0.0,0.4458016628402024,0.0265873209381408,0.0008606166900170383
Gabrielle Delacour,0.04433497536945813,17,8.867881862077835e-06,0.4561211457763182,0.051870755217233784,0.0010462024635906975
Babbitty Rabbity,0.014778325123152709,9,0.0,0.4458016628402024,0.0265873209381408,0.0008793703345263797
Arcus,0.014778325123152709,6,0.0,0.19528675418768032,1.3841397148595962e-06,0.0045490407094718015
Livius,0.014778325123152709,6,0.0,0.19528675418768032,1.3841397148595962e-06,0.0045490407094718015
Grawp,0.034482758620689655,14,0.01078245442364432,0.4550677482110149,0.031148048917950425,0.0017321184563317046
Barnabas Deverill,0.019704433497536946,7,0.009559576647319906,0.24236695568926134,2.0555155207602022e-05,0.0050569082833595465
Loxias,0.024630541871921183,8,0.009681510022923476,0.24266543716178507,2.119153943447306e-05,0.005768535093181875
Ivor Dillonsby,0.014778325123152709,6,5.844925977317557e-05,0.34328281354593987,0.0072615728333760435,0.0009433670338890249
Roger Davies,0.019704433497536946,7,0.0,0.3841020174958469,0.015303161033791259,0.0009036391043341406
Percival Dumbledore,0.024630541871921183,10,0.0,0.44681255096455663,0.025299149890709072,0.0009398222645399683
Fawkes,0.009852216748768473,5,0.0,0.37248456517083073,0.010344514530774656,0.0008297383469917667
Mary Macdonald,0.019704433497536946,7,2.98059362586505e-05,0.36762002793912213,0.012680207777178671,0.00093432557266083
Antioch Peverell,0.009852216748768473,6,0.0,0.3188419659795622,0.0018165805003219,0.001469143268669384
Aragog,0.014778325123152709,5,0.0,0.4437935472418231,0.020454636862564445,0.0008217989332995686
Apolline Delacour,0.0049261083743842365,3,0.0,0.327860790308435,0.0037387580800326233,0.0007915339477664656
Mungo Bonham,0.04433497536945813,14,0.0015820984734461346,0.4529754827019988,0.039499265530046804,0.0012218704526516537
Zacharias Smith,0.019704433497536946,6,0.0,0.4458016628402024,0.02239908584074731,0.0008668264694002821
Cadmus Peverell,0.009852216748768473,6,0.0,0.3188419659795622,0.0018165805003219,0.001469143268669384
Parvati Patil,0.029556650246305417,10,0.0,0.4509023683646899,0.03361347618554594,0.0009816704834678131
Lancelot (Healer),0.019704433497536946,8,0.0,0.33914687603333815,0.009033949444896229,0.0010260066143228516
Emeric the Evil,0.029556650246305417,8,0.014475573037734672,0.36221385105766446,0.009097107715240525,0.0020078874255265037
Armando Dippet,0.009852216748768473,3,0.0,0.43497645689927034,0.011820775076118825,0.0007936602635964457
Celestina Warbeck,0.014778325123152709,4,0.0,0.41136604378991537,0.021258010423357426,0.0008013685756244069
Barry Ryan,0.009852216748768473,3,0.0,0.4359387941932953,0.013224614259009424,0.0007931140108038435
Fabian Prewett,0.019704433497536946,6,0.0,0.44681255096455663,0.02707560080528228,0.0008451984332188123
Sybill Trelawney,0.009852216748768473,3,0.0,0.36693544688150737,0.009246490306474323,0.0007954177567311971
Dragomir Gorgovitch,0.019704433497536946,7,2.4386675120714043e-05,0.44681255096455663,0.02739512465042743,0.001120286499116798
Thorfinn Rowle,0.034482758620689655,8,2.2378360699008183e-05,0.4458016628402024,0.035649305970846354,0.0009064005234549774
Chudley Cannons,0.019704433497536946,6,4.519452648994668e-05,0.4519365481086456,0.025172998402760504,0.0010752837581905852
Bletchley,0.014778325123152709,4,0.0,0.40295365025637925,0.014846393789487284,0.000824223347596531
Alicia Spinnet,0.034482758620689655,8,2.14388352709574e-05,0.4437935472418231,0.02622866446254052,0.0012375999728629645
Bernie,0.0049261083743842365,2,0.0,0.3972668043858255,0.008602833194185372,0.000766902644314903
Godelot,0.024630541871921183,6,0.0475784031605131,0.3183268739505161,0.0006166203546617883,0.004029930254376618
Hereward,0.009852216748768473,3,0.0,0.24177219015382756,2.0466330284651056e-05,0.002493730221061567
Cadogan,0.0049261083743842365,2,0.0,0.43306447247333946,0.009744513531890885,0.0007686070657618655
Buckbeak,0.009852216748768473,3,0.0,0.36489691662105456,0.007659433255680266,0.0008748593383948865
Nicolas Flamel,0.019704433497536946,5,0.0010599124496191205,0.37747956891833234,0.01288923229773725,0.0012219223811447627
Cedric Diggory,0.009852216748768473,3,0.0,0.4359387941932953,0.01640440537261288,0.0007858076693965756
Lavender Brown,0.014778325123152709,4,0.0,0.4458016628402024,0.021647301772296366,0.0008170745531088345
Walden Macnair,0.019704433497536946,4,8.867881862077835e-06,0.353760026885762,0.011291752816199341,0.0008575553206164515
Colin Creevey,0.03940886699507389,8,0.00033501304339442586,0.44884814345186663,0.03667692972522454,0.001248237665060296
Katie Bell,0.03940886699507389,8,3.251556682761872e-05,0.4437935472418231,0.030369075514113775,0.0012401420417051082
Poppy Pomfrey,0.014778325123152709,3,0.0004687731264329811,0.3300575125215569,0.0036550558422009313,0.0013624976835289826
Cornelius Fudge,0.014778325123152709,3,0.0,0.43690539905846887,0.014754271408514605,0.0007928912174596047
Jimmy Peakes,0.009852216748768473,2,0.0,0.4340183589765847,0.010921459354375352,0.0008845735259171743
Leprechaun,0.0049261083743842365,1,0.0,0.3157761778451434,0.0016554513348382937,0.0007695877939515442
Cuthbert Binns,0.009852216748768473,2,0.0,0.43690539905846887,0.017984487743955425,0.0007673621060334086
Magorian,0.009852216748768473,2,0.0,0.009852216748768473,3.999150506184588e-15,0.004901960784313725
Ronan,0.009852216748768473,2,0.0,0.009852216748768473,3.999150506184588e-15,0.004901960784313725
Angelina Johnson,0.034482758620689655,7,2.14388352709574e-05,0.4437935472418231,0.02622866446254052,0.0012059961628572194
Augustus Rookwood,0.04926108374384237,10,2.9911685415471086e-05,0.45401920501237203,0.04541701910867364,0.0009680733147610782
Blast-Ended Skrewt,0.014778325123152709,3,0.0,0.43885152555761575,0.020466784356089354,0.0007892409134866527
Rodolphus Lestrange,0.019704433497536946,4,8.873315613218814e-06,0.40627697933065865,0.020037223089163673,0.0008131245482408055
Bowman Wright,0.0049261083743842365,1,0.0,0.34209085933223865,0.004509846831633003,0.0007567163159719742
Ragnuk,0.009852216748768473,2,0.0,0.4130908490049674,0.014549368454439587,0.0007688302760054375
Quirinus Quirrell,0.0049261083743842365,1,0.0,0.3462993584804384,0.004397979270520441,0.000755918389782728
Wendelin the Weird,0.009852216748768473,2,0.009705896698044189,0.39887517201491796,0.008611700378755863,0.002156541801580114
Oliver Wood,0.03940886699507389,8,3.251556682761872e-05,0.4437935472418231,0.030369075514113775,0.0012401420417051082
Charity Burbage,0.0049261083743842365,1,0.0,0.43306447247333946,0.009744513531890885,0.0007519505917044622
Odo,0.0049261083743842365,1,0.0,0.3397316120264991,0.004718294119343963,0.0007552875026702583
Norberta,0.0049261083743842365,1,0.0,0.316283041694012,0.002117184909151032,0.0007836516575257108
Bartemius Crouch Senior,0.014778325123152709,3,0.0,0.44681255096455663,0.023065640845420222,0.0007877482400615836
Gwenog Jones,0.0049261083743842365,1,0.0,0.2843352597047178,0.00027635243545321797,0.0016534816719905182
Bandon Banshee,0.0049261083743842365,1,0.0,0.38485221674876846,0.008239974212064537,0.0007507056319760053
Firenze,0.009852216748768473,2,8.12889170690468e-05,0.31376486461046094,0.0011168271905877835,0.001226506610865135
Gamp,0.0049261083743842365,1,0.0,0.3972668043858255,0.008602833194185372,0.000751098380980981
Bane,0.009852216748768473,2,0.0,0.009852216748768473,3.999150506184588e-15,0.004901960784313725
Andromeda Tonks,0.009852216748768473,2,0.0,0.3512376737528867,0.0095306656943092,0.0007729725997631802
Dexter Fortescue,0.009852216748768473,2,0.00970589669804419,0.32039729264287714,0.0020584198946359917,0.002170918374252512
Dilys Derwent,0.0049261083743842365,1,0.0,0.24206920758644898,6.605084573977897e-05,0.0016596868876185842
Adalbert Waffling,0.009852216748768473,2,0.0,0.32515566827618725,0.0028663464992317814,0.0009639028180356984
Mrs Norris,0.0049261083743842365,1,0.0,0.43306447247333946,0.009744513531890885,0.0007519505917044622
Egbert the Egregious,0.014778325123152709,3,0.042701273214088495,0.44681255096455663,0.010056214975813691,0.0015374938848446021
Hepzibah Smith,0.009852216748768473,2,8.941780877595148e-06,0.36489691662105456,0.008252466212122517,0.000797701690702762
