,Degree Centrality,Weighted Degree Centrality,Betweenness Centrality,Closeness Centrality,Eigenvector Centrality,PageRank
Petunia Dursley,0.04054054054054054,144,0.0002181192350770541,0.4749847887102789,0.03761318727009542,0.0028692939656260203
Arabella Figg,0.02702702702702703,117,6.394565218094629e-05,0.457060834419325,0.019088446015151618,0.002369946824717129
Grawp,0.036036036036036036,129,0.00012582218464571407,0.47292411717574406,0.032950251764625266,0.0024544412328522695
Argus Filch,0.06306306306306306,132,0.0005634262753988106,0.4855635145167439,0.06192200873221064,0.0025029891184610658
Phineas Nigellus Black,0.05405405405405406,82,0.00024003415638742363,0.4698664181422802,0.04711379445977367,0.0017818130587222251
Cassandra Trelawney,0.04054054054054054,73,7.541947769651753e-05,0.4749847887102789,0.045459874158500044,0.0016383186865352858
Lucius Malfoy,0.10810810810810811,113,0.006718817094673998,0.5023456636359862,0.07793083549634353,0.0029267441244331693
Rolanda Hooch,0.08558558558558559,128,0.0002898479837439971,0.493253434429905,0.08235350721893757,0.0024147030467836133
Cedric Diggory,0.05405405405405406,113,0.0002836066236121346,0.48021589871810133,0.04982789380244013,0.0022015241223873445
Firenze,0.05855855855855856,157,0.00015625063678447934,0.48448448448448445,0.053145513139112255,0.0029390511480682003
Dean Thomas,0.0945945945945946,176,0.0005723653623779108,0.5000413257293991,0.0855960978866832,0.003096546610051983
Kingsley Shacklebolt,0.13063063063063063,163,0.004093258119446233,0.5058422691833365,0.08770961099788374,0.0037584095590882166
Father Christmas,0.1036036036036036,103,0.0010624300200494834,0.5070186465535302,0.08893830475204048,0.0021389201397825517
Salazar Slytherin,0.13963963963963963,135,0.0015649627468634554,0.5000413257293991,0.10540596013956056,0.0029847785311871646
Ernest Macmillan,0.11711711711711711,113,0.010086601644057544,0.49889706640278725,0.08540426361387483,0.0034169251046391675
Peeves,0.06306306306306306,85,0.009055802952938511,0.48127597796471966,0.05773920718123751,0.002447713643537147
Sybill Trelawney,0.1036036036036036,139,0.0007273953241531077,0.5023456636359862,0.0903697212597622,0.0026547612253428445
Lavender Brown,0.10810810810810811,103,0.0010056833722175225,0.49889706640278725,0.08254210029170136,0.0023665257183458285
Parvati Patil,0.0990990990990991,112,0.0004599046676716681,0.4910315721126532,0.07885492765057943,0.0025081479682912116
Tofty,0.02252252252252252,32,2.7176497764733056e-05,0.4504504504504504,0.01913849896722734,0.001256380586015946
Mark Evans,0.04054054054054054,62,0.0001904260954034709,0.47292411717574406,0.03720579102418632,0.001588884904014162
Lee Jordan,0.08558558558558559,91,0.00026500340640404793,0.4855635145167439,0.07378252248375206,0.001999076812093936
Olympe Maxime,0.04504504504504504,65,0.0006436167743345254,0.4834102395078005,0.042312680766294394,0.0019279817791726045
Gilderoy Lockhart,0.04504504504504504,57,4.7488163005863293e-05,0.48021589871810133,0.04794613803336494,0.00142105801795115
Fang,0.02252252252252252,38,0.0,0.4698664181422802,0.030792033992348804,0.0011946902924935675
Michael Corner,0.04954954954954955,70,9.32669799907097e-05,0.47395221308264784,0.044591755474144845,0.0017003963892248588
Katie Bell,0.13063063063063063,139,0.0023464809947211875,0.5035058152841063,0.09207330849624232,0.003341033005558166
Alicia Spinnet,0.13513513513513514,121,0.002571863400321115,0.5000413257293991,0.09290373819246503,0.0033818439107140214
Roger Davies,0.04954954954954955,58,5.150185923852857e-05,0.47395221308264784,0.046428396848259015,0.001510873019725695
Crookshanks,0.05855855855855856,77,9.203681401057627e-05,0.48234074782747344,0.058826527676133465,0.001719632712215537
Fat Lady,0.036036036036036036,36,1.2118750473821006e-05,0.47916047916047916,0.04345194436656013,0.0011449590893571246
Mungo Bonham,0.11711711711711711,85,0.006600745091890012,0.5105808384496909,0.09497072371208644,0.002225597446930782
William Weasley,0.11261261261261261,101,0.016764387612191973,0.5117793850188217,0.08254261926723064,0.003310292324834604
Aberforth Dumbledore,0.08558558558558559,65,0.00439534453330947,0.4954954954954955,0.06845997431361693,0.0020460185943112896
Bane,0.03153153153153153,28,8.207214089567029e-05,0.47292411717574406,0.03350133436727215,0.0010775339074012749
Karkus,0.036036036036036036,43,0.0005800690864755085,0.47916047916047916,0.03351972451252774,0.0014904685674894508
Poppy Pomfrey,0.07657657657657657,47,0.0003871688241797064,0.48992813037756855,0.07074801697115268,0.0014065642359369348
Zacharias Smith,0.06306306306306306,58,0.0002404611118005026,0.4781096886360044,0.05463266216778396,0.0016565017795723228
Griselda Marchbanks,0.05405405405405406,45,0.0009037988758209724,0.48234074782747344,0.049546107351285604,0.0014504066984780337
Fawkes,0.04954954954954955,35,0.0005212401462056046,0.4708812484190454,0.04714844639738898,0.0012293402105465407
Cuthbert Binns,0.04954954954954955,44,8.347643790469357e-05,0.47395221308264784,0.04731613352556464,0.0012638397935754854
Sturgis Podmore,0.08558558558558559,68,0.0053291118299118164,0.4966241868291983,0.0558029908330643,0.0023731186853120497
Filius Flitwick,0.06306306306306306,86,0.0008448935962181499,0.48882963681169955,0.06327003636458362,0.00218169302735776
Antonin Dolohov,0.05855855855855856,35,0.0018079490961743947,0.47395221308264784,0.03759769329116208,0.0014864726290459577
Susan Bones,0.04954954954954955,38,0.0002511919758963028,0.4619025805466483,0.036130877676636496,0.0015401564651195269
Pomona Sprout,0.05405405405405406,53,4.095636961071774e-05,0.47706349675715104,0.05630181217104223,0.0014515886216046258
Augustus Rookwood,0.05405405405405406,31,0.0030183419152821776,0.4760218734017861,0.02908269586175524,0.0018078529432774245
Bradley,0.04054054054054054,23,0.00016616487204722496,0.47190047190047185,0.03979829586459984,0.0010654491675842273
Trevor,0.02252252252252252,25,5.095593330887448e-06,0.4504504504504504,0.02111208219652569,0.0010167447567589404
Pansy Parkinson,0.0945945945945946,82,0.0004192129317336384,0.4954954954954955,0.08366939173986093,0.0018984622769788904
Terry Boot,0.08108108108108109,40,0.00045215114737008497,0.4855635145167439,0.0632841211356961,0.0015629165462476623
Lily J. Potter,0.03153153153153153,28,1.7082370023546495e-05,0.4561046402050586,0.02495767419990124,0.0010639686910425144
Padma Patil,0.06756756756756757,38,9.745166009029018e-05,0.4749847887102789,0.057693201028930496,0.0012748356949866175
Buckbeak,0.03153153153153153,26,0.0005492376997842082,0.47292411717574406,0.02711836586464221,0.0013054854239262503
Winky,0.013513513513513514,18,0.0,0.4485967448930412,0.012483720164485863,0.0009180732103146842
Rowena Ravenclaw,0.0945945945945946,65,0.0013306318952988898,0.48882963681169955,0.07018146779720276,0.002095610885514432
Avery (Marauder-era),0.04504504504504504,19,0.0031107404404244476,0.4698664181422802,0.026194540977320366,0.0013881850416301068
Cadogan,0.0045045045045045045,9,0.0,0.44675823364347955,0.00810746375951892,0.0007903857992115693
Oliver Wood,0.03153153153153153,30,2.397926273358799e-06,0.46684800432123774,0.0365933445151797,0.0010845606095298958
Graham Montague,0.07657657657657657,58,0.0008687331452245755,0.4834102395078005,0.06996764920367098,0.001825113278424573
Sorting Hat,0.02702702702702703,18,7.333340666673999e-06,0.46386812344259154,0.028962992761068687,0.000953695609795469
Helga Hufflepuff,0.0990990990990991,54,0.003250323307703992,0.4954954954954955,0.0812661968388209,0.002138174206140703
Stanley Shunpike,0.018018018018018018,15,0.0,0.46585046585046586,0.027003019896989132,0.0008662567431755007
Mrs Norris,0.036036036036036036,19,1.3897072720602132e-05,0.47190047190047185,0.04100652874456817,0.0009532157968485193
Irma Pince,0.02702702702702703,16,4.076474664709959e-06,0.467849824073,0.03268737066272879,0.0008887773182818051
Pigwidgeon,0.04504504504504504,34,0.00022428905846526274,0.47395221308264784,0.04262324058792873,0.0011623571359821025
Charles Weasley,0.04054054054054054,28,9.345376992435814e-05,0.47292411717574406,0.038813114544057795,0.0011419910618273186
Broderick Bode,0.06306306306306306,35,0.003698577604659247,0.4855635145167439,0.0519339503890226,0.0018249948905284192
Rodolphus Lestrange,0.05405405405405406,26,0.0012203482183339013,0.4760218734017861,0.041778768186068446,0.0014788796108647002
Wilbert Slinkhard,0.036036036036036036,23,0.0016390461345768457,0.4698664181422802,0.033655792016022874,0.0012866673730751433
Alice Longbottom,0.02702702702702703,16,0.0005138278893935002,0.46684800432123774,0.02730265339360886,0.0013393469280200683
Magorian,0.02702702702702703,21,4.641842877136993e-05,0.46288326543103614,0.024526884899280777,0.0009724665868577789
Amelia Bones,0.04054054054054054,23,0.0001677943465061618,0.4619025805466483,0.03059737457421722,0.001341791263038297
Edgar Bones,0.02702702702702703,17,3.73032047240192e-05,0.457060834419325,0.018242389681972254,0.0011870502787782343
Dilys Derwent,0.02702702702702703,20,1.4035230753497008e-05,0.457060834419325,0.024255012051631712,0.0011353661949931335
Hannah Abbott,0.07207207207207207,43,0.0005885628380884841,0.48234074782747344,0.05208511161263552,0.0018320183510338894
Will,0.02702702702702703,19,4.818658910730521e-06,0.4708812484190454,0.03321335761180967,0.0009212440585504634
Augustus Pye,0.013513513513513514,8,6.154282172381719e-05,0.3533517309854425,0.00629115290542171,0.0009439781482591834
Puddifoot,0.018018018018018018,11,0.0,0.4580210462563404,0.02013576259372582,0.0008175048930569298
Ragnok,0.009009009009009009,8,0.0,0.3385372950590342,0.0026032694880222212,0.001257004398621455
Viktor Krum,0.013513513513513514,13,0.0,0.46288326543103614,0.02241998360278353,0.0008381780286197783
Andrew Kirke,0.04054054054054054,16,5.9804678799984895e-05,0.46386812344259154,0.03584057667022899,0.0011909346991558815
Jack Sloper,0.03153153153153153,19,3.5213722996528426e-05,0.46288326543103614,0.030245921463946453,0.0012652115940560136
Tom Riddle Senior,0.02702702702702703,16,0.0,0.46288326543103614,0.030916835044197323,0.0009058609647989761
Hestia Jones,0.02252252252252252,9,0.0,0.4551524384509771,0.018964711229653715,0.0008445178253403152
Everard,0.03153153153153153,18,0.002536642941630757,0.46485718127509174,0.02876202234542676,0.0013351954366006766
Cassius Warrington,0.08108108108108109,44,0.00017572597547385716,0.47916047916047916,0.06792913287752332,0.0014727352185499036
Andromeda Tonks,0.02252252252252252,17,0.00028412918364634216,0.457060834419325,0.01792093624765857,0.0010162252911907446
Williamson,0.02252252252252252,13,5.43749462728584e-05,0.3879324164021673,0.015515989794812564,0.0009549300893075153
Justin Finch-Fletchley,0.07657657657657657,39,0.00047684293709906084,0.4749847887102789,0.05028912723068346,0.0017658075035909089
Walden Macnair,0.04954954954954955,20,0.00145782142877645,0.3879324164021673,0.01455441973652468,0.001597778390089009
Euan Abercrombie,0.009009009009009009,8,0.0,0.44767560167970843,0.012151064782701997,0.0007797151862483246
Millicent Bulstrode,0.02702702702702703,13,3.3859243116716593e-06,0.4619025805466483,0.031185379721263923,0.0008443228905882928
Willy Widdershins,0.02702702702702703,16,6.263164157901e-06,0.4580210462563404,0.029086064797813133,0.0009109680471365633
Emmeline Vance,0.02252252252252252,8,0.0013572931168883608,0.45420420420420415,0.013614135057978649,0.0011866657306631233
Doris Purkiss,0.009009009009009009,5,0.0,0.3364475586697809,0.002749219014812461,0.0012355971419786118
Stubby Boardman,0.02252252252252252,10,0.002094510644302733,0.45420420420420415,0.018462361612209703,0.0016004378252098333
Quirinus Quirrell,0.02702702702702703,15,0.0,0.47292411717574406,0.03651316791578052,0.0008673220007727243
Merlin,0.05855855855855856,25,0.000152685242022239,0.4866473616473616,0.056448409848592514,0.0010213180263263283
Adrian Pucey,0.05855855855855856,30,4.6082197189603706e-05,0.4698664181422802,0.048043398361836576,0.0012630324229279974
Bartemius Crouch Junior,0.04054054054054054,15,0.0001070170576986936,0.4708812484190454,0.034692776869719485,0.0009730922832023995
Aurora Sinistra,0.02252252252252252,9,0.0,0.4698664181422802,0.030792033992348804,0.0007942791320784255
Ronan,0.0045045045045045045,4,0.0,0.4022472657159004,0.00703298320280216,0.0007230769375032092
Aragog,0.009009009009009009,8,0.0,0.4561046402050586,0.015140446962321079,0.0007754058527482115
Summerby,0.009009009009009009,5,0.0,0.3658020436543927,0.007481681969691228,0.000820211888645535
Perkins,0.018018018018018018,7,0.0,0.4523195394564689,0.017607008774333,0.0007730432407851185
Pierre Bonaccord,0.0045045045045045045,4,0.0,0.44675823364347955,0.00810746375951892,0.0007249746551553164
Anthony Goldstein,0.08558558558558559,38,0.0008856071861751367,0.4834102395078005,0.06047447208467965,0.0017908925962908488
Harold Dingle,0.018018018018018018,8,0.0,0.46386812344259154,0.027205638006971285,0.0007773506067681405
Theodore Nott,0.03153153153153153,9,0.0006914281561636811,0.46485718127509174,0.027099160201224964,0.0009282296033524926
Rabastan Lestrange,0.036036036036036036,11,0.0007723927167842201,0.4599536245105865,0.020826222389783804,0.0011167035868471934
Kenneth Towler,0.013513513513513514,5,6.0901147264074394e-05,0.36457862544819064,0.00994196425242427,0.0010960071344303752
Narcissa Malfoy,0.02702702702702703,13,4.464669623040663e-05,0.3838345387641162,0.01640470091143927,0.0009522093963057256
Hippocrates Smethwyck,0.009009009009009009,4,0.0,0.346060346060346,0.003337808553778999,0.0008145940101407208
Alphard Black,0.0045045045045045045,3,0.0,0.33748919197835603,0.0024193079789987465,0.0007228283022947063
Colin Creevey,0.08108108108108109,26,0.00033964330430108746,0.47706349675715104,0.0584104646557253,0.0013984945008024938
Baruffio,0.02252252252252252,10,2.0382373323549794e-05,0.4580210462563404,0.019084210783106362,0.0011438109381331381
Dennis Creevey,0.04054054054054054,11,4.126107067283538e-05,0.43086564825695256,0.03020695634706971,0.0010022418936157943
Miriam Strout,0.009009009009009009,4,0.0,0.3427956258144937,0.004245033296666403,0.000827907454072696
Chambers,0.0045045045045045045,2,0.0,0.4059925847635345,0.007279536640462448,0.0006979305414712532
John Dawlish,0.02702702702702703,7,6.575707671283383e-05,0.39282525769012255,0.017960189301505388,0.0008398369890716696
Algie Longbottom,0.013513513513513514,5,0.0,0.4485967448930412,0.016403711314466263,0.0007379926109666543
Lucian Bole,0.02252252252252252,6,6.539344774638892e-05,0.41058007159702076,0.014265336721241608,0.0010119847137727651
Mafalda Hopkirk,0.0045045045045045045,2,0.0,0.44675823364347955,0.00810746375951892,0.0006988101975328152
Lachlan the Lanky,0.0045045045045045045,2,0.0,0.4059925847635345,0.007279536640462448,0.0006979305414712532
Ludovic Bagman,0.013513513513513514,4,0.00033269603309038465,0.3720443993481536,0.007546865579043238,0.000980856013890941
Barnabas the Barmy,0.018018018018018018,5,0.0,0.45138306007871226,0.01688791736608762,0.000760006339416744
Eric Munch,0.013513513513513514,5,0.0,0.4504504504504504,0.012419972437452,0.0007656396258290589
Armando Dippet,0.009009009009009009,3,0.0,0.45138306007871226,0.013193913290214618,0.0007118610078652424
Wendelin the Weird,0.0045045045045045045,2,0.0,0.4022472657159004,0.00703298320280216,0.0006978613387067616
Dai Llewellyn,0.013513513513513514,5,0.0,0.45138306007871226,0.013963477345399924,0.0007498513167524269
Tiberius Ogden,0.013513513513513514,4,0.0,0.4485967448930412,0.01009221925142274,0.0007595794539575977
Stebbins (Potter-era),0.009009009009009009,4,0.0,0.44767560167970843,0.009935755002851133,0.0007419290436935842
Rufus Scrimgeour,0.013513513513513514,5,0.0,0.4504504504504504,0.013680637742406026,0.0007482685452550478
Ripper,0.0045045045045045045,2,0.0,0.44675823364347955,0.00810746375951892,0.0006988101975328152
Piers Polkiss,0.009009009009009009,4,0.0,0.4485967448930412,0.009601657824015574,0.0007346629490434428
Orion Black,0.0045045045045045045,2,0.0,0.44675823364347955,0.00810746375951892,0.0006988101975328152
Eddie Carmichael,0.018018018018018018,5,0.0,0.457060834419325,0.01796646803245812,0.0009202278177957318
Wilfred the Wistful,0.0045045045045045045,2,0.0,0.44675823364347955,0.00810746375951892,0.0006988101975328152
Fabian Prewett,0.03153153153153153,9,0.00016961388940840388,0.4609260423213911,0.02368505149340097,0.00123236532980537
Gideon Prewett,0.02252252252252252,6,0.00198087016583699,0.4551524384509771,0.009962867062313604,0.0015018029044806035
Geoffrey Hooper,0.009009009009009009,3,0.0,0.4067500336157053,0.0074961525947646246,0.0015986929357797515
Vicky Frobisher,0.009009009009009009,3,0.0,0.4067500336157053,0.0074961525947646246,0.0015986929357797515
Tenebrus,0.0045045045045045045,2,0.0,0.3471624490732771,0.0035863959853775196,0.0007010615786613765
Ladislaw Zamojski,0.018018018018018018,5,0.008927479515714808,0.4144829239886274,0.017091509682790277,0.0015168224576765582
Fleur Delacour,0.02252252252252252,7,0.0,0.4580210462563404,0.021411927016308233,0.0008005489650306458
Dorcas Meadowes,0.018018018018018018,6,0.0,0.38048519723912394,0.014061436258283851,0.0007825668047153336
Elladora Black,0.009009009009009009,3,0.0,0.3449652183829399,0.004804500014478162,0.0007339759411295543
Dedalus Diggle,0.02252252252252252,6,0.00037028236728411576,0.35164196454519037,0.006055801164391487,0.00138338894588288
Rose Zeller,0.013513513513513514,3,0.0,0.4561046402050586,0.020172654804169125,0.0007132935481864765
Mulciber (Marauder-era),0.018018018018018018,4,1.1023120266817746e-05,0.3449652183829399,0.004269817626048098,0.000874376814440315
Peregrine Derrick,0.013513513513513514,3,1.5063172957909799e-05,0.40827344198130716,0.010880491422783646,0.0008456273192752324
Benjy Fenwick,0.018018018018018018,4,6.39431634906748e-05,0.35565745190541276,0.007391545974370909,0.0010430478582790907
Patricia Stimpson,0.009009009009009009,2,0.0,0.3579934614417373,0.004992388693848493,0.000871942457195275
Jugson,0.036036036036036036,8,0.00021071456381596945,0.35976570630035976,0.009988902964319592,0.001095874157266103
Septima Vector,0.0045045045045045045,1,0.0,0.3471624490732771,0.0035863959853775196,0.0006868536592858453
Daphne Greengrass,0.013513513513513514,3,0.0,0.4495216866350887,0.011955364588152979,0.0007426455041724659
Miles Bletchley,0.018018018018018018,4,0.0,0.457060834419325,0.02111743040707708,0.0007409278181563712
Warty Harris,0.0045045045045045045,1,0.0,0.3359291494884715,0.002285842515948375,0.0006889344524886871
Miranda Goshawk,0.009009009009009009,2,0.0,0.3621561761096645,0.006065142363684276,0.0007334540673367005
Wilhelmina Grubbly-Plank,0.009009009009009009,2,0.0,0.44767560167970843,0.012893118163706679,0.0007006511474060069
Frank Longbottom,0.013513513513513514,3,0.0,0.4495216866350887,0.009258895949534293,0.000968880303677578
Marlene McKinnon,0.02252252252252252,5,0.0007953153466726166,0.45420420420420415,0.012543628756621794,0.001245163748601663
Millicent Bagnold,0.013513513513513514,3,0.0,0.3785035035035035,0.010580146253194143,0.000718604298492952
Janus Thickey,0.0045045045045045045,1,0.0,0.36275876542099506,0.0051333761488446105,0.0006855583428485165
Elphias Doge,0.013513513513513514,3,0.0002922852633867537,0.35277996443044984,0.004049280499197889,0.0010961398096427043
Golgomath,0.009009009009009009,2,0.0,0.4067500336157053,0.01061937918817968,0.000699461458684069
Elfrida Cragg,0.009009009009009009,2,0.0,0.3385372950590342,0.003531125759851906,0.0007542735560302623
Eloise Midgen,0.0045045045045045045,1,0.0,0.4022472657159004,0.00703298320280216,0.0006852535393085379
Gordon,0.0045045045045045045,1,0.0,0.32834038858135245,0.0014941940644966534,0.0006905721156656279
Fat Friar,0.0045045045045045045,1,0.0,0.33234453966161287,0.0024678786474166647,0.0006983574693101737
Barry Ryan,0.0045045045045045045,1,0.0,0.29264163492351414,0.0004938886792104064,0.0009304940148627161
Hope Howell,0.0045045045045045045,1,0.0,0.4022472657159004,0.00703298320280216,0.0006852535393085379
Hermes,0.009009009009009009,2,0.0,0.4225155387946085,0.014312519843264607,0.0006978959400890074
Araminta Meliflua Black,0.0045045045045045045,1,0.0,0.33748919197835603,0.0024193079789987465,0.0006893732607051114
Gregory the Smarmy,0.0045045045045045045,1,0.0,0.44675823364347955,0.00810746375951892,0.0006857279687215647
Malcolm,0.0045045045045045045,1,0.0,0.44675823364347955,0.00810746375951892,0.0006857279687215647
Marsh,0.0045045045045045045,1,0.0,0.44675823364347955,0.00810746375951892,0.0006857279687215647
Prentice,0.0045045045045045045,1,0.0,0.44675823364347955,0.00810746375951892,0.0006857279687215647
Bloody Baron,0.0045045045045045045,1,0.0,0.32443157443157444,0.0016684680203891485,0.0006971215113975542
Caradoc Dearborn,0.009009009009009009,2,1.899266605148958e-05,0.35740658691478366,0.005198909268906173,0.0007165257528318413
Bungy,0.0045045045045045045,1,0.0,0.0045045045045045045,5.347220507511762e-18,0.004484304932735426
Mary Dorkins,0.0045045045045045045,1,0.0,0.0045045045045045045,5.347220507511762e-18,0.004484304932735426
